post_id,majority_asian,majority_black,majority_hispanic,majority_man,majority_white,majority_woman,majority_overall,average_asian,average_black,average_hispanic,average_man,average_white,average_woman,average_overall,gpt_cot,gemini_cot,solar_cot
mhsc_34469,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_15076,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,1.0,3.0,3.0
mhsc_13752,,,,3.0,-1.0,1.0,-1,,,,3.0,2.0,1.0,2,1.0,1.0,3.0
mhsc_1210,,1.0,,1.0,-1.0,,1,,1.0,,2.0,2.0,,2,1.0,1.0,1.0
mhsc_39067,,,,2.0,2.0,,2,,,,2.0,2.0,,2,1.0,1.0,2.0
mhsc_14469,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_23713,,,1.0,,2.0,-1.0,-1,,,1.0,,2.0,2.0,2,1.0,1.0,2.0
mhsc_39140,,,,1.0,1.0,,1,,,,1.0,1.0,,1,2.0,3.0,3.0
mhsc_21522,,,,-1.0,3.0,3.0,3,,,,2.0,2.0,3.0,2,1.0,3.0,3.0
mhsc_18050,,,,1.0,-1.0,3.0,-1,,,,1.0,2.0,3.0,2,1.0,3.0,3.0
mhsc_20628,1.0,,,,3.0,-1.0,-1,1.0,,,,3.0,2.0,2,3.0,3.0,3.0
mhsc_37466,3.0,,,3.0,,,3,3.0,,,3.0,,,3,3.0,3.0,3.0
mhsc_32955,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,3.0
mhsc_4415,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_1837,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_20534,,1.0,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_29259,,,,,2.0,2.0,2,,,,,2.0,2.0,2,1.0,1.0,1.0
mhsc_28574,,,1.0,1.0,,,1,,,1.0,1.0,,,1,1.0,1.0,2.0
mhsc_17139,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_2292,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_30419,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_33556,,,3.0,3.0,1.0,1.0,-1,,,3.0,3.0,1.0,1.0,2,3.0,3.0,3.0
mhsc_31840,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_22239,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,3.0
mhsc_26344,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_7956,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_26909,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_5532,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_2752,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,1.0,3.0
mhsc_18666,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,,3.0
mhsc_2375,,3.0,,3.0,3.0,3.0,3,,3.0,,3.0,3.0,3.0,3,3.0,,3.0
mhsc_30242,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,,3.0
mhsc_25733,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,,3.0
mhsc_14538,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,,3.0
mhsc_30004,,3.0,,,3.0,3.0,3,,3.0,,,3.0,3.0,3,3.0,,3.0
mhsc_16887,,,,1.0,-1.0,3.0,-1,,,,1.0,2.0,3.0,2,3.0,,3.0
mhsc_30535,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,,3.0
mhsc_34740,,,,,1.0,1.0,1,,,,,1.0,1.0,1,3.0,,3.0
mhsc_13516,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,,3.0
mhsc_12813,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,,3.0
mhsc_22016,,,,-1.0,3.0,3.0,3,,,,2.0,2.0,3.0,2,3.0,,3.0
mhsc_1863,1.0,,,,1.0,1.0,1,1.0,,,,1.0,1.0,1,2.0,1.0,3.0
mhsc_10420,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,2.0,1.0,2.0
mhsc_37912,,3.0,,,,3.0,3,,3.0,,,,3.0,3,3.0,,3.0
mhsc_17326,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_38295,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,3.0,3.0
mhsc_23654,,1.0,3.0,1.0,3.0,3.0,3,,1.0,3.0,1.0,3.0,3.0,2,3.0,3.0,3.0
mhsc_17597,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_28884,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,3.0
mhsc_11991,1.0,,,1.0,,,1,1.0,,,1.0,,,1,1.0,1.0,2.0
mhsc_1373,,,,-1.0,-1.0,,-1,,,,2.0,2.0,,2,3.0,3.0,3.0
mhsc_23388,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_29347,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,,3.0
mhsc_39079,,,,3.0,3.0,,3,,,,3.0,3.0,,3,1.0,3.0,3.0
mhsc_7331,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,3.0,3.0
mhsc_5024,,,,1.0,1.0,-1.0,1,,,,1.0,2.0,2.0,2,1.0,3.0,3.0
mhsc_4109,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,3.0,3.0
mhsc_38128,,,,,2.0,2.0,2,,,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_35505,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,2.0,3.0,3.0
mhsc_21540,1.0,3.0,,1.0,1.0,1.0,1,1.0,3.0,,1.0,1.0,2.0,2,3.0,3.0,3.0
mhsc_29127,,,,-1.0,-1.0,,-1,,,,2.0,2.0,,2,3.0,3.0,1.0
mhsc_19831,,,,,-1.0,-1.0,-1,,,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_18142,,,2.0,,,2.0,2,,,2.0,,,2.0,2,1.0,1.0,3.0
mhsc_28545,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_27404,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_7429,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_7164,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_5638,,,,-1.0,-1.0,,-1,,,,2.0,2.0,,2,3.0,3.0,3.0
mhsc_15878,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_2817,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_34125,1.0,,,,,1.0,1,1.0,,,,,1.0,1,1.0,1.0,1.0
mhsc_31312,3.0,,,3.0,3.0,3.0,3,3.0,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_23100,,3.0,,,1.0,-1.0,-1,,3.0,,,1.0,2.0,2,3.0,3.0,3.0
mhsc_22334,1.0,,,1.0,,,1,1.0,,,1.0,,,1,1.0,1.0,1.0
mhsc_131,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_6136,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,3.0,1.0,2.0
mhsc_18476,,,3.0,3.0,3.0,3.0,3,,,3.0,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_6422,,,2.0,2.0,,,2,,,2.0,2.0,,,2,3.0,3.0,3.0
mhsc_33594,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_8811,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,,3.0
mhsc_18957,,,,-1.0,-1.0,,-1,,,,2.0,2.0,,2,1.0,3.0,3.0
mhsc_1278,,,,,3.0,3.0,3,,,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_13206,1.0,,,-1.0,3.0,3.0,3,1.0,,,2.0,3.0,3.0,2,3.0,3.0,3.0
mhsc_31493,1.0,,,1.0,1.0,,1,1.0,,,1.0,1.0,,1,1.0,1.0,3.0
mhsc_24915,,,,,1.0,1.0,1,,,,,1.0,1.0,1,3.0,3.0,3.0
mhsc_27193,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_6327,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_26240,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,3.0
mhsc_38945,3.0,,,,,3.0,3,3.0,,,,,3.0,3,3.0,3.0,3.0
mhsc_17433,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_21032,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_15881,,1.0,,1.0,,,1,,1.0,,1.0,,,1,1.0,1.0,2.0
mhsc_1748,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_500,1.0,,1.0,1.0,1.0,1.0,1,1.0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_29385,1.0,,,-1.0,-1.0,3.0,-1,1.0,,,2.0,2.0,3.0,2,3.0,1.0,3.0
mhsc_26048,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_18266,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,1.0,3.0,2.0
mhsc_38164,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_2434,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,,3.0
mhsc_16692,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_26826,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_18209,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_28150,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_23197,,,,,-1.0,-1.0,-1,,,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_17767,,,,-1.0,1.0,1.0,1,,,,2.0,2.0,1.0,2,2.0,1.0,2.0
mhsc_6717,2.0,1.0,,1.0,3.0,-1.0,-1,2.0,1.0,,1.0,3.0,2.0,2,3.0,3.0,3.0
mhsc_1643,,3.0,,1.0,-1.0,3.0,3,,3.0,,1.0,2.0,3.0,2,1.0,1.0,2.0
mhsc_12997,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_14552,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,1.0,3.0
mhsc_37576,,3.0,,,,3.0,3,,3.0,,,,3.0,3,3.0,3.0,3.0
mhsc_18790,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,2.0,1.0,1.0
mhsc_29902,,,,,-1.0,-1.0,-1,,,,,2.0,2.0,2,1.0,1.0,2.0
mhsc_5873,,,3.0,1.0,1.0,3.0,-1,,,3.0,2.0,2.0,3.0,2,1.0,3.0,3.0
mhsc_37643,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_36636,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,3.0
mhsc_18062,,,1.0,,1.0,1.0,1,,,1.0,,1.0,1.0,1,1.0,3.0,3.0
mhsc_17110,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_4341,,,,,-1.0,-1.0,-1,,,,,2.0,2.0,2,1.0,1.0,3.0
mhsc_28925,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_200,,,,3.0,-1.0,1.0,-1,,,,2.0,2.0,1.0,2,1.0,1.0,1.0
mhsc_1040,,,,-1.0,3.0,3.0,3,,,,2.0,2.0,3.0,2,3.0,3.0,3.0
mhsc_20659,,-1.0,,,1.0,1.0,1,,2.0,,,1.0,1.0,1,3.0,3.0,3.0
mhsc_36417,,,,3.0,-1.0,1.0,-1,,,,3.0,2.0,1.0,2,1.0,1.0,2.0
mhsc_5675,,,,1.0,1.0,,1,,,,2.0,2.0,,2,3.0,1.0,3.0
mhsc_20225,,,,-1.0,1.0,1.0,1,,,,2.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_21066,1.0,,,1.0,3.0,3.0,-1,1.0,,,2.0,2.0,3.0,2,3.0,3.0,3.0
mhsc_25692,,,,-1.0,3.0,3.0,3,,,,2.0,2.0,3.0,2,3.0,3.0,3.0
mhsc_34623,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_32736,,,1.0,,1.0,1.0,1,,,1.0,,1.0,1.0,1,1.0,1.0,2.0
mhsc_37531,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_9103,,3.0,,3.0,3.0,3.0,3,,3.0,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_1457,,-1.0,,,-1.0,1.0,1,,2.0,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_30200,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_24181,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_18233,,,3.0,3.0,3.0,3.0,3,,,3.0,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_16180,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_32661,,,1.0,,1.0,1.0,1,,,1.0,,1.0,1.0,1,3.0,3.0,2.0
mhsc_9825,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_25829,,,,1.0,-1.0,3.0,-1,,,,1.0,2.0,3.0,2,3.0,3.0,3.0
mhsc_17540,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_22320,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_2987,,,,,-1.0,-1.0,-1,,,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_21040,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,3.0,3.0
mhsc_34932,,,,2.0,2.0,2.0,2,,,,2.0,2.0,2.0,2,1.0,3.0,3.0
mhsc_21550,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_18295,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_28758,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,3.0
mhsc_36175,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,1.0,2.0
mhsc_29806,,,3.0,3.0,1.0,1.0,1,,,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0
mhsc_36973,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_29832,,,1.0,1.0,1.0,,1,,,1.0,1.0,1.0,,1,1.0,1.0,3.0
mhsc_26914,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_30217,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_25657,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_20351,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_26902,,,,,1.0,1.0,1,,,,,1.0,1.0,1,2.0,1.0,2.0
mhsc_11475,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_35648,,1.0,,,,1.0,1,,1.0,,,,1.0,1,1.0,1.0,2.0
mhsc_13617,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,3.0
mhsc_19561,1.0,,1.0,1.0,1.0,1.0,1,1.0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_36549,,,,2.0,2.0,,2,,,,2.0,2.0,,2,3.0,3.0,3.0
mhsc_10636,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_12524,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_16850,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_5976,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,3.0,2.0,2.0
mhsc_720,,,,,-1.0,-1.0,-1,,,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_12455,,,,3.0,3.0,3.0,3,,,,3.0,2.0,2.0,2,3.0,3.0,3.0
mhsc_6273,,1.0,,1.0,1.0,-1.0,1,,1.0,,1.0,1.0,2.0,1,2.0,1.0,3.0
mhsc_16784,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_7504,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,3.0,3.0
mhsc_23136,2.0,,,1.0,1.0,2.0,-1,2.0,,,1.0,1.0,2.0,2,1.0,1.0,2.0
mhsc_17312,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_32630,1.0,,,,1.0,1.0,1,1.0,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_14702,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_19089,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_33905,,,,,-1.0,-1.0,-1,,,,,2.0,2.0,2,1.0,3.0,3.0
mhsc_7194,,2.0,1.0,1.0,,2.0,-1,,2.0,1.0,1.0,,2.0,2,1.0,3.0,3.0
mhsc_22716,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_2028,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_13550,1.0,,,1.0,-1.0,-1.0,1,1.0,,,1.0,2.0,2.0,2,1.0,3.0,3.0
mhsc_34461,,,1.0,,,1.0,1,,,1.0,,,1.0,1,1.0,1.0,1.0
mhsc_4921,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_5540,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_21874,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_32541,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_5474,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,2.0,1.0,3.0
mhsc_4973,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_9679,,,,1.0,1.0,1.0,1,,,,1.0,2.0,2.0,2,1.0,3.0,3.0
mhsc_31107,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_10675,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,1.0,3.0,3.0
mhsc_2241,,,,2.0,-1.0,1.0,-1,,,,2.0,2.0,1.0,2,2.0,2.0,2.0
mhsc_1484,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_11868,,,,-1.0,1.0,1.0,1,,,,2.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_20916,1.0,,,3.0,1.0,1.0,1,1.0,,,3.0,2.0,1.0,2,2.0,3.0,3.0
mhsc_2373,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_27693,,,,1.0,-1.0,2.0,-1,,,,1.0,2.0,2.0,2,1.0,1.0,2.0
mhsc_9738,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_11318,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_21870,,,,1.0,1.0,-1.0,1,,,,1.0,2.0,2.0,2,3.0,3.0,3.0
mhsc_15988,,,,2.0,2.0,,2,,,,2.0,2.0,,2,1.0,1.0,1.0
mhsc_1816,1.0,,,,1.0,1.0,1,1.0,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_7568,,-1.0,,3.0,3.0,3.0,3,,2.0,,3.0,3.0,2.0,2,3.0,3.0,3.0
mhsc_4017,,,,,-1.0,-1.0,-1,,,,,2.0,2.0,2,2.0,1.0,3.0
mhsc_34166,,,,-1.0,-1.0,,-1,,,,2.0,2.0,,2,3.0,1.0,2.0
mhsc_5954,1.0,,,1.0,,,1,1.0,,,1.0,,,1,1.0,1.0,2.0
mhsc_13016,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_9003,,,,-1.0,1.0,1.0,1,,,,2.0,2.0,1.0,2,1.0,1.0,2.0
mhsc_29988,,,,,1.0,1.0,1,,,,,1.0,1.0,1,3.0,1.0,2.0
mhsc_11539,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_1222,,2.0,,2.0,-1.0,-1.0,2,,2.0,,2.0,2.0,2.0,2,1.0,1.0,3.0
mhsc_35331,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_35552,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,1.0,3.0
mhsc_3864,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_6325,,,,-1.0,3.0,-1.0,3,,,,2.0,2.0,2.0,2,3.0,3.0,3.0
mhsc_31601,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_21844,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_12067,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_3234,2.0,,,3.0,3.0,2.0,-1,2.0,,,3.0,3.0,2.0,2,3.0,3.0,3.0
mhsc_32441,1.0,,,1.0,3.0,3.0,-1,1.0,,,1.0,3.0,3.0,2,3.0,1.0,2.0
mhsc_4268,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_7517,3.0,,,,3.0,3.0,3,3.0,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_21562,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_19307,,1.0,,-1.0,1.0,1.0,1,,1.0,,2.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_370,,,1.0,,1.0,1.0,1,,,1.0,,1.0,1.0,1,1.0,1.0,2.0
mhsc_36503,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_32238,,,1.0,,,1.0,1,,,1.0,,,1.0,1,1.0,1.0,2.0
mhsc_38566,,,2.0,,,2.0,2,,,2.0,,,2.0,2,3.0,3.0,3.0
mhsc_10287,,,,3.0,3.0,,3,,,,3.0,3.0,,3,3.0,3.0,3.0
mhsc_2492,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_1192,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,2.0,3.0,3.0
mhsc_24052,,,,,3.0,3.0,3,,,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_11912,,1.0,,1.0,-1.0,-1.0,1,,1.0,,1.0,2.0,2.0,2,1.0,3.0,3.0
mhsc_20561,,,,1.0,1.0,-1.0,1,,,,1.0,1.0,2.0,1,3.0,3.0,3.0
mhsc_33000,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_5174,,,,1.0,-1.0,2.0,-1,,,,1.0,2.0,2.0,2,1.0,1.0,3.0
mhsc_31412,1.0,,,1.0,1.0,,1,1.0,,,1.0,1.0,,1,2.0,1.0,2.0
mhsc_22010,,3.0,,2.0,-1.0,3.0,3,,3.0,,2.0,2.0,3.0,3,3.0,3.0,3.0
mhsc_19776,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_27765,3.0,3.0,,3.0,,3.0,3,3.0,3.0,,3.0,,3.0,3,3.0,3.0,3.0
mhsc_24880,,,,,2.0,2.0,2,,,,,2.0,2.0,2,2.0,1.0,2.0
mhsc_30138,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_29390,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_2480,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_26856,,,,,1.0,1.0,1,,,,,1.0,1.0,1,3.0,3.0,3.0
mhsc_17626,,,,,1.0,1.0,1,,,,,1.0,1.0,1,2.0,1.0,3.0
mhsc_19298,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_34892,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_30341,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_21960,,,,2.0,1.0,1.0,1,,,,2.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_7214,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_920,,,,-1.0,1.0,1.0,1,,,,2.0,2.0,1.0,2,3.0,3.0,3.0
mhsc_34963,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_39170,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_36982,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_3643,,3.0,,,3.0,3.0,3,,3.0,,,3.0,3.0,3,1.0,3.0,3.0
mhsc_12228,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_17360,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_34434,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,3.0
mhsc_37810,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_17392,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,3.0,3.0
mhsc_6468,,,,,1.0,1.0,1,,,,,1.0,1.0,1,2.0,3.0,3.0
